Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
2011,Fall,INDIS,CL ST,383,GREEK & ROMAN ART,3,0,0
2013,Spring,INDIS,CL ST,383,GREEK & ROMAN ART,11,4,36
2014,Fall,INDIS,CL ST,383,GREEK & ROMAN ART,8,0,0
2016,Spring,INDIS,CL ST,383,GREEK & ROMAN ART,7,2,29
2017,Fall,INDIS,CL ST,383,GREEK & ROMAN ART,13,4,31
2011,Fall,INDIS,CL ST,383H,GREEK & ROMAN ART,2,0,0
2014,Spring,INDIS,CL ST,384X,INTRO ROMAN ITALY,16,1,6
2016,Spring,INDIS,CL ST,384X,INTRO ROMAN ITALY,15,0,0
2014,Summer,INDIS,CL ST,385X,ABRD:BLDG ROM EMPIR,8,0,0
2016,Summer,INDIS,CL ST,385X,ABRD:BLDG ROM EMPIR,8,0,0
2004,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,6,0,0
2005,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,5,0,0
2006,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,6,0,0
2009,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,11,0,0
2011,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,19,1,5
2013,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,16,1,6
2014,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,2,0,0
2015,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,4,0,0
2016,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,2,0,0
2017,Spring,INDIS,CL ST,394,INTR ARCHAEOL GREEC,7,0,0
2003,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,8,0,0
2004,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,5,0,0
2005,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,6,0,0
2006,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,6,0,0
2009,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,10,0,0
2011,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,18,0,0
2013,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,13,0,0
2014,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,2,0,0
2015,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,4,0,0
2016,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,2,0,0
2017,Summer,INDIS,CL ST,395,STUDY ABROAD GREECE,9,1,11
2004,Spring,INDIS,CL ST,402,ANCIENT GREECE,2,1,50
2005,Fall,INDIS,CL ST,402,ANCIENT GREECE,4,0,0
2007,Fall,INDIS,CL ST,402,ANCIENT GREECE,3,0,0
2009,Spring,INDIS,CL ST,402,ANCIENT GREECE,7,1,14
2010,Spring,INDIS,CL ST,402,GREEK CIVILIZATION,5,1,20
2011,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,2,1,50
2011,Spring,INDIS,CL ST,402,GREEK CIVILIZATION,3,1,33
2013,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,3,0,0
2014,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,8,0,0
2015,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,3,0,0
2016,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,4,0,0
2017,Fall,INDIS,CL ST,402,GREEK CIVILIZATION,4,0,0
2004,Fall,INDIS,CL ST,403,ANCIENT ROME I,4,1,25
2006,Fall,INDIS,CL ST,403,ANCIENT ROME I,7,0,0
2008,Spring,INDIS,CL ST,403,ANCIENT ROME I,2,0,0
2009,Spring,INDIS,CL ST,403,ANCIENT ROME I,6,1,17
2010,Fall,INDIS,CL ST,403,ROMAN CIVILIZATION,2,0,0
2011,Summer,INDIS,CL ST,403,ROMAN CIVILIZATION,6,2,33
2012,Fall,INDIS,CL ST,403,ROMAN CIVILIZATION,1,0,0
2012,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,7,0,0
2014,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,13,0,0
2015,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,2,0,0
2016,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,5,0,0
2017,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,8,1,13
2018,Spring,INDIS,CL ST,403,ROMAN CIVILIZATION,8,1,13
2003,Fall,INDIS,CL ST,404,ANCIENT ROME II,5,0,0
2005,Spring,INDIS,CL ST,404,ANCIENT ROME II,3,0,0
2007,Spring,INDIS,CL ST,404,ANCIENT ROME II,4,1,25
2005,Fall,INDIS,CL ST,430,WSTRN POLIT THOUGHT,8,0,0
2008,Fall,INDIS,CL ST,430,WSTRN POLIT THOUGHT,4,0,0
2011,Spring,INDIS,CL ST,430,FND WST POL THOUGHT,5,1,20
2012,Fall,INDIS,CL ST,430,FND WST POL THOUGHT,5,2,40
2014,Fall,INDIS,CL ST,430,FND WST POL THOUGHT,8,3,38
2017,Fall,INDIS,CL ST,430,FND WST POL THOUGHT,2,1,50
2010,Spring,INDIS,CL ST,480,SEMINAR CLASSICL ST,16,4,25
2012,Spring,INDIS,CL ST,480,SEMINAR CLASSICL ST,20,3,15
2013,Spring,INDIS,CL ST,480,SEMINAR CLASSICL ST,10,1,10
2005,Fall,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2005,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2006,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2010,Fall,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2010,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2011,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2013,Summer,INDIS,CL ST,490,INDEPENDENT STUDY,5,0,0
2013,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,3,0,0
2014,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,2,0,0
2015,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2016,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,1,100
2018,Spring,INDIS,CL ST,490,INDEPENDENT STUDY,1,0,0
2008,Fall,INDIS,CLSMT,402C,CLINICAL IMMUNOLOGY,2,0,0
2009,Spring,INDIS,CLSMT,403C,CLINICAL CHEMISTRY,1,0,0
2009,Spring,INDIS,CLSMT,404C,CLIN IMMUNOHEMATLGY,1,0,0
2008,Fall,INDIS,CLSMT,405C,CLINICAL HEMATOLOGY,1,0,0
2008,Fall,INDIS,CLSMT,406C,CLINICL MICROBIOLGY,1,0,0
2009,Spring,INDIS,CLSMT,407C,URINALYS BOD FL MIC,1,0,0
2008,Fall,INDIS,CLSMT,408C,SENIOR SEMINAR,1,0,0
2008,Fall,INDIS,CLSMT,412C,CLIN IMMUNOLOGY LAB,1,0,0
2009,Spring,INDIS,CLSMT,412C,CLIN IMMUNOLOGY LAB,1,0,0
2008,Fall,INDIS,CLSMT,413C,CLINICAL CHEM LAB,2,0,0
2009,Spring,INDIS,CLSMT,413C,CLINICAL CHEM LAB,1,0,0
2008,Fall,INDIS,CLSMT,414C,CLIN IMMHEMATOL LAB,1,0,0
2009,Spring,INDIS,CLSMT,414C,CLIN IMMHEMATOL LAB,1,0,0
2008,Fall,INDIS,CLSMT,415C,CLIN HEMATOLOGY LAB,1,0,0
2009,Spring,INDIS,CLSMT,415C,CLIN HEMATOLOGY LAB,1,0,0
2008,Fall,INDIS,CLSMT,416C,CLIN MICROBIOL LAB,1,0,0
2009,Spring,INDIS,CLSMT,416C,CLIN MICROBIOL LAB,1,0,0
2008,Fall,INDIS,CLSMT,417C,FLUIDS MICRSCPY LAB,1,0,0
2009,Spring,INDIS,CLSMT,417C,FLUIDS MICRSCPY LAB,1,0,0
2004,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,41,6,15
2005,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,36,6,17
2006,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,35,8,23
2007,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,24,4,17
2008,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,24,4,17
2009,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,25,5,20
2010,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,26,4,15
2011,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,18,4,22
2012,Fall,LAS,CMDIS,275,INTRO COMM DISORDER,17,4,24
2013,Fall,LAS,CMDIS,275,INTRO COMM DISORDER,23,2,9
2014,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,14,2,14
2015,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,21,1,5
2016,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,12,1,8
2017,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,12,1,8
2018,Spring,LAS,CMDIS,275,INTRO COMM DISORDER,17,4,24
2003,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,32,7,22
2004,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,24,4,17
2004,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,29,8,28
2005,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,16,3,19
2005,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,33,3,9
2006,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,15,0,0
2006,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,29,10,34
2007,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,16,1,6
2007,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,27,5,19
2008,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,18,5,28
2008,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,24,4,17
2009,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,13,5,38
2009,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,25,3,12
2010,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,34,7,21
2010,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,26,6,23
2011,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,47,3,6
2011,Fall,LAS,CMDIS,286,BASIC SIGN LANGUAGE,15,6,40
2011,Spring,LAS,CMDIS,286,BASIC SIGN LANGUAGE,70,6,9
2012,Summer,LAS,CMDIS,286,BASIC SIGN LANGUAGE,52,6,12
2012,Fall,LAS,CMDIS,286,COMUNICAT WITH DEAF,22,5,23
2012,Spring,LAS,CMDIS,286,BASIC SIGN LANGUAGE,34,2,6
2013,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,41,5,12
2013,Spring,LAS,CMDIS,286,COMUNICAT WITH DEAF,30,1,3
2014,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,24,4,17
2014,Fall,LAS,CMDIS,286,COMUNICAT WITH DEAF,29,3,10
2015,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,16,1,6
2015,Fall,LAS,CMDIS,286,COMUNICAT WITH DEAF,34,5,15
2016,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,17,2,12
2016,Fall,LAS,CMDIS,286,COMUNICAT WITH DEAF,27,1,4
2017,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,18,2,11
2017,Fall,LAS,CMDIS,286,COMUNICAT WITH DEAF,31,1,3
2018,Summer,LAS,CMDIS,286,COMUNICAT WITH DEAF,17,2,12
2003,Summer,INDIS,CMDIS,286,BASIC SIGN LANGUAGE,24,2,8
2004,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,14,6,43
2005,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,3,2,67
2006,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,5,3,60
2007,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,4,2,50
2008,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,5,3,60
2009,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,4,3,75
2010,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,4,3,75
2012,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,12,4,33
2013,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,7,2,29
2014,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,13,3,23
2015,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,6,1,17
2016,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,2,0,0
2017,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,1,0,0
2018,Spring,LAS,CMDIS,371,PHONETICS&PHONOLOGY,1,0,0
2003,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,17,3,18
2004,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,20,1,5
2005,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,19,2,11
2006,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,23,1,4
2007,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,28,8,29
2008,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,24,4,17
2009,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,13,3,23
2010,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,16,3,19
2011,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,9,1,11
2012,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,18,4,22
2013,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,9,1,11
2014,Fall,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,37,1,3
2015,Summer,LAS,CMDIS,471,LANGUAGE DEVELOPMNT,21,2,10
2015,Fall,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,48,6,13
2016,Summer,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,35,1,3
2016,Fall,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,40,6,15
2017,Summer,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,36,1,3
2017,Fall,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,34,1,3
2017,Spring,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,26,2,8
2018,Summer,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,36,4,11
2018,Spring,LAS,CMDIS,471,LANG&RDG DEVEL CHLD,26,0,0
2014,Spring,LAS,CMDIS,480A,TOPC DISO:ANAT SPCH,5,2,40
2015,Fall,LAS,CMDIS,480A,TOP DISOR:ANAT SPCH,9,0,0
2017,Spring,LAS,CMDIS,480A,TOP DISOR:ANAT SPCH,6,1,17
2014,Fall,LAS,CMDIS,480B,TOP:ARTIC&PH DISORD,2,0,0
2016,Spring,LAS,CMDIS,480B,TOP:ARTIC&PH DISORD,7,0,0
2017,Fall,LAS,CMDIS,480B,TOP:ARTIC&PH DISORD,1,0,0
2015,Spring,LAS,CMDIS,480C,TOP DIAG CMM DISORD,8,0,0
2016,Fall,LAS,CMDIS,480C,TOP DIAG CMM DISORD,10,0,0
2018,Spring,LAS,CMDIS,480C,TOP DIAG CMM DISORD,1,0,0
2017,Spring,LAS,CMDIS,492X,COMM DISORDR FLDWRK,3,0,0
2003,Fall,LAS,COM S,103,COMPUTER APPLICATNS,899,61,7
2004,Summer,LAS,COM S,103,COMPUTER APPLICATNS,96,13,14
2004,Fall,LAS,COM S,103,COMPUTER APPLICATNS,992,111,11
2004,Spring,LAS,COM S,103,COMPUTER APPLICATNS,1015,71,7
2005,Summer,LAS,COM S,103,COMPUTER APPLICATNS,141,26,18
2005,Fall,LAS,COM S,103,COMPUTER APPLICATNS,993,102,10
2005,Spring,LAS,COM S,103,COMPUTER APPLICATNS,997,94,9
2006,Summer,LAS,COM S,103,COMPUTER APPLICATNS,163,29,18
2006,Fall,LAS,COM S,103,COMPUTER APPLICATNS,1004,98,10
2006,Spring,LAS,COM S,103,COMPUTER APPLICATNS,795,54,7
2007,Summer,LAS,COM S,103,COMPUTER APPLICATNS,142,18,13
2007,Fall,LAS,COM S,103,COMPUTER APPLICATNS,978,86,9
2007,Spring,LAS,COM S,103,COMPUTER APPLICATNS,995,80,8
2008,Summer,LAS,COM S,103,COMPUTER APPLICATNS,150,32,21
2008,Fall,LAS,COM S,103,COMPUTER APPLICATNS,975,148,15
2008,Spring,LAS,COM S,103,COMPUTER APPLICATNS,985,55,6
2009,Summer,LAS,COM S,103,COMPUTER APPLICATNS,115,19,17
2009,Fall,LAS,COM S,103,COMPUTER APPLICATNS,855,89,10
2009,Spring,LAS,COM S,103,COMPUTER APPLICATNS,1070,137,13
2010,Summer,LAS,COM S,103,COMPUTER APPLICATNS,105,16,15
2010,Fall,LAS,COM S,103,COMPUTER APPLICATNS,769,89,12
2010,Spring,LAS,COM S,103,COMPUTER APPLICATNS,786,89,11
2011,Summer,LAS,COM S,103,COMPUTER APPLICATNS,111,10,9
2011,Fall,LAS,COM S,103,COMPUTER APPLICATNS,526,39,7
2011,Spring,LAS,COM S,103,COMPUTER APPLICATNS,834,56,7
2012,Summer,LAS,COM S,103,COMPUTER APPLICATNS,90,8,9
2012,Fall,LAS,COM S,103,COMPUTER APPLICATNS,527,40,8
2012,Spring,LAS,COM S,103,COMPUTER APPLICATNS,498,35,7
2013,Summer,LAS,COM S,103,COMPUTER APPLICATNS,95,16,17
2013,Fall,LAS,COM S,103,COMPUTER APPLICATNS,471,48,10
2013,Spring,LAS,COM S,103,COMPUTER APPLICATNS,451,37,8
2014,Summer,LAS,COM S,103,COMPUTER APPLICATNS,73,12,16
2014,Fall,LAS,COM S,103,COMPUTER APPLICATNS,278,28,10
2014,Spring,LAS,COM S,103,COMPUTER APPLICATNS,414,44,11
2015,Summer,LAS,COM S,103,COMPUTER APPLICATNS,50,6,12
2015,Fall,LAS,COM S,103,COMPUTER APPLICATNS,195,21,11
2015,Spring,LAS,COM S,103,COMPUTER APPLICATNS,313,40,13
2016,Summer,LAS,COM S,103,COMPUTER APPLICATNS,64,7,11
2016,Fall,LAS,COM S,103,COMPUTER APPLICATNS,171,29,17
2016,Spring,LAS,COM S,103,COMPUTER APPLICATNS,237,45,19
2017,Summer,LAS,COM S,103,COMPUTER APPLICATNS,42,4,10
2017,Fall,LAS,COM S,103,COMPUTER APPLICATNS,141,15,11
2017,Spring,LAS,COM S,103,COMPUTER APPLICATNS,190,21,11
2018,Summer,LAS,COM S,103,COMPUTER APPLICATNS,31,1,3
2018,Spring,LAS,COM S,103,COMPUTER APPLICATNS,156,12,8
2003,Summer,INDIS,COM S,103,COMPUTER APPLICATNS,97,9,9
2003,Fall,LAS,COM S,104,INTRO TO COMPUTERS,162,59,36
2004,Fall,LAS,COM S,104,INTRO TO COMPUTERS,149,44,30
2004,Spring,LAS,COM S,104,INTRO TO COMPUTERS,70,27,39
2005,Spring,LAS,COM S,104,INTRO TO COMPUTERS,30,7,23
2009,Fall,LAS,COM S,104,INTRO TO COMPUTERS,124,52,42
2010,Fall,LAS,COM S,104,INTRO TO COMPUTERS,121,48,40
2010,Spring,LAS,COM S,104,INTRO TO COMPUTERS,96,50,52
2011,Fall,LAS,COM S,104,INTRO TO COMPUTERS,125,27,22
2011,Spring,LAS,COM S,104,INTRO TO COMPUTERS,81,29,36
2012,Fall,LAS,COM S,104,INTRO TO COMPUTERS,127,42,33
2012,Spring,LAS,COM S,104,INTRO TO COMPUTERS,104,29,28
2013,Fall,LAS,COM S,104,INTRO TO COMPUTERS,243,22,9
2013,Spring,LAS,COM S,104,INTRO TO COMPUTERS,106,30,28
2014,Fall,LAS,COM S,104,INTRO TO COMPUTERS,319,41,13
2014,Spring,LAS,COM S,104,INTRO TO COMPUTERS,198,28,14
2015,Fall,LAS,COM S,104,INTRO TO PROGRAMMNG,231,35,15
2015,Spring,LAS,COM S,104,INTRO TO COMPUTERS,195,22,11
2016,Fall,LAS,COM S,104,INTRO TO PROGRAMMNG,227,28,12
2016,Spring,LAS,COM S,104,INTRO TO PROGRAMMNG,143,27,19
2017,Fall,LAS,COM S,104,INTRO TO PROGRAMMNG,184,16,9
2017,Spring,LAS,COM S,104,INTRO TO PROGRAMMNG,172,23,13
2018,Spring,LAS,COM S,104,INTRO TO PROGRAMMNG,141,17,12
2014,Fall,LAS,COM S,105A,CMPTR PROGRMNG:PERL,29,15,52
2016,Fall,LAS,COM S,106,INTRO WEB PROGRAMMG,53,9,17
2017,Fall,LAS,COM S,106,INTRO WEB PROGRAMMG,50,9,18
2017,Spring,LAS,COM S,106,INTRO WEB PROGRAMMG,80,9,11
2018,Spring,LAS,COM S,106,INTRO WEB PROGRAMMG,76,8,11
2014,Fall,LAS,COM S,106X,INTRO WEB PROGRAMMG,78,11,14
2014,Spring,LAS,COM S,106X,INTRO WEB PROGRAMMG,98,10,10
2015,Fall,LAS,COM S,106X,INTRO WEB PROGRAMMG,28,2,7
2015,Spring,LAS,COM S,106X,INTRO WEB PROGRAMMG,69,9,13
2016,Spring,LAS,COM S,106X,INTRO WEB PROGRAMMG,80,12,15
2003,Fall,LAS,COM S,107,APP COMPUTER PROGRM,40,14,35
2004,Fall,LAS,COM S,107,APP COMPUTER PROGRM,33,14,42
2005,Fall,LAS,COM S,107,APP COMPUTER PROGRM,31,15,48
2006,Summer,LAS,COM S,107,APP COMPUTER PROGRM,10,5,50
2006,Fall,LAS,COM S,107,APP COMPUTER PROGRM,20,13,65
2007,Summer,LAS,COM S,107,APP COMPUTER PROGRM,9,2,22
2007,Fall,LAS,COM S,107,APP COMPUTER PROGRM,44,24,55
2007,Spring,LAS,COM S,107,APP COMPUTER PROGRM,38,27,71
2008,Summer,LAS,COM S,107,APP COMPUTER PROGRM,12,6,50
2008,Fall,LAS,COM S,107,APP COMPUTER PROGRM,78,23,29
2008,Spring,LAS,COM S,107,APP COMPUTER PROGRM,67,25,37
2009,Summer,LAS,COM S,107,APP COMPUTER PROGRM,14,2,14
2009,Fall,LAS,COM S,107,APP COMPUTER PROGRM,69,23,33
2009,Spring,LAS,COM S,107,APP COMPUTER PROGRM,77,25,32
2010,Fall,LAS,COM S,107,APP COMPUTER PROGRM,74,26,35
2010,Spring,LAS,COM S,107,APP COMPUTER PROGRM,93,39,42
2011,Summer,LAS,COM S,107,APP COMPUTER PROGRM,15,6,40
2011,Fall,LAS,COM S,107,APP COMPUTER PROGRM,65,16,25
2011,Spring,LAS,COM S,107,APP COMPUTER PROGRM,92,24,26
2012,Summer,LAS,COM S,107,APP COMPUTER PROGRM,21,4,19
2012,Fall,LAS,COM S,107,APP COMPUTER PROGRM,78,28,36
2012,Spring,LAS,COM S,107,APP COMPUTER PROGRM,77,23,30
2013,Summer,LAS,COM S,107,APP COMPUTER PROGRM,18,4,22
2013,Fall,LAS,COM S,107,APP COMPUTER PROGRM,74,29,39
2013,Spring,LAS,COM S,107,APP COMPUTER PROGRM,71,16,23
2014,Summer,LAS,COM S,107,APP COMPUTER PROGRM,11,2,18
2014,Fall,LAS,COM S,107,APP COMPUTER PROGRM,56,25,45
2014,Spring,LAS,COM S,107,APP COMPUTER PROGRM,68,27,40
2015,Summer,LAS,COM S,107,APP COMPUTER PROGRM,20,3,15
2015,Fall,LAS,COM S,107,APP COMPUTER PROGRM,46,23,50
2015,Spring,LAS,COM S,107,APP COMPUTER PROGRM,45,12,27
2016,Summer,LAS,COM S,107,APP COMPUTER PROGRM,15,0,0
2016,Fall,LAS,COM S,107,APP COMPUTER PROGRM,28,5,18
2016,Spring,LAS,COM S,107,APP COMPUTER PROGRM,56,19,34
2017,Fall,LAS,COM S,107,APP COMPUTER PROGRM,36,16,44
2017,Spring,LAS,COM S,107,APP COMPUTER PROGRM,54,17,31
2018,Spring,LAS,COM S,107,APP COMPUTER PROGRM,56,21,38
2010,Spring,LAS,COM S,108X,APPLD CMPTR PROG II,12,2,17
2013,Spring,LAS,COM S,108X,APPLD CMPTR PROG II,14,1,7
2015,Fall,LAS,COM S,113,INTRO SPRDSH&DATABS,1163,113,10
2016,Summer,LAS,COM S,113,INTRO SPRDSH&DATABS,50,4,8
2016,Fall,LAS,COM S,113,INTRO SPRDSH&DATABS,1233,140,11
2016,Spring,LAS,COM S,113,INTRO SPRDSH&DATABS,595,78,13
2017,Summer,LAS,COM S,113,INTRO SPRDSH&DATABS,22,4,18
2017,Fall,LAS,COM S,113,INTRO SPRDSH&DATABS,1283,149,12
2017,Spring,LAS,COM S,113,INTRO SPRDSH&DATABS,663,78,12
2018,Summer,LAS,COM S,113,INTRO SPRDSH&DATABS,15,2,13
2018,Spring,LAS,COM S,113,INTRO SPRDSH&DATABS,611,76,12
2013,Fall,LAS,COM S,113X,INTRO SPRDSH&DATABS,115,12,10
2014,Summer,LAS,COM S,113X,INTRO SPRDSH&DATABS,26,1,4
2014,Fall,LAS,COM S,113X,INTRO SPRDSH&DATABS,910,109,12
2014,Spring,LAS,COM S,113X,INTRO SPRDSH&DATABS,274,50,18
2015,Summer,LAS,COM S,113X,INTRO SPRDSH&DATABS,37,4,11
2015,Spring,LAS,COM S,113X,INTRO SPRDSH&DATABS,610,68,11
2017,Fall,LAS,COM S,127,INTRO PROB SLV PROG,86,27,31
2018,Spring,LAS,COM S,127,INTRO PROB SLV PROG,27,11,41
2015,Fall,LAS,COM S,127X,INTRO PROB SLV PROG,59,25,42
2016,Fall,LAS,COM S,127X,INTRO PROB SLV PROG,85,29,34
2016,Spring,LAS,COM S,127X,INTRO PROB SLV PROG,22,10,45
2017,Spring,LAS,COM S,127X,INTRO PROB SLV PROG,31,6,19
2003,Fall,LAS,COM S,201,COBOL PROGRAMMING,108,26,24
2004,Fall,LAS,COM S,201,COBOL PROGRAMMING,77,30,39
2004,Spring,LAS,COM S,201,COBOL PROGRAMMING,85,37,44
2005,Fall,LAS,COM S,201,COBOL PROGRAMMING,40,5,13
2005,Spring,LAS,COM S,201,COBOL PROGRAMMING,57,9,16
2006,Spring,LAS,COM S,201,COBOL PROGRAMMING,19,5,26
2007,Spring,LAS,COM S,201,COBOL PROGRAMMING,30,5,17
2008,Spring,LAS,COM S,201,COBOL PROGRAMMING,20,0,0
2010,Spring,LAS,COM S,201,COBOL PROGRAMMING,17,4,24
2011,Spring,LAS,COM S,201,COBOL PROGRAMMING,22,5,23
2013,Spring,LAS,COM S,201,COBOL PROGRAMMING,22,4,18
2003,Fall,LAS,COM S,207,PROGRAMMING I,204,60,29
2004,Summer,LAS,COM S,207,PROGRAMMING I,29,13,45
2004,Fall,LAS,COM S,207,PROGRAMMING I,165,79,48
2004,Spring,LAS,COM S,207,PROGRAMMING I,214,95,44
2005,Summer,LAS,COM S,207,PROGRAMMING I,21,11,52
2005,Fall,LAS,COM S,207,PROGRAMMING I,125,62,50
2005,Spring,LAS,COM S,207,PROGRAMMING I,177,85,48
2006,Summer,LAS,COM S,207,PROGRAMMING I,12,7,58
2006,Fall,LAS,COM S,207,PROGRAMMING I,107,30,28
2006,Spring,LAS,COM S,207,PROGRAMMING I,151,36,24
2007,Summer,LAS,COM S,207,PROGRAMMING I,9,4,44
2007,Fall,LAS,COM S,207,PROGRAMMING I,130,24,18
2007,Spring,LAS,COM S,207,PROGRAMMING I,145,78,54
2008,Summer,LAS,COM S,207,PROGRAMMING I,19,6,32
2008,Fall,LAS,COM S,207,PROGRAMMING I,157,58,37
2008,Spring,LAS,COM S,207,PROGRAMMING I,164,116,71
2009,Fall,LAS,COM S,207,PROGRAMMING I,161,57,35
2009,Spring,LAS,COM S,207,PROGRAMMING I,181,90,50
2010,Fall,LAS,COM S,207,PROGRAMMING I,179,51,28
2010,Spring,LAS,COM S,207,PROGRAMMING I,210,53,25
